hora,dia_semana,mes,estacion,total_sismos,magnitud_promedio
19,Monday,10,otono,167,3.5407185628742512
19,Sunday,10,otono,167,3.3125748502994017
19,Tuesday,3,primavera,167,3.4664670658682635
7,Wednesday,11,otono,167,3.3682634730538923
5,Sunday,5,primavera,167,3.670059880239521
3,Sunday,7,verano,166,3.568072289156626
13,Tuesday,12,invierno,166,3.5186746987951807
19,Wednesday,11,otono,166,3.485542168674699
8,Sunday,5,primavera,166,3.5656626506024094
8,Saturday,9,otono,166,3.480722891566265
9,Wednesday,11,otono,166,3.426506024096385
6,Saturday,8,verano,166,3.5174698795180723
17,Sunday,10,otono,166,3.3795180722891565
14,Thursday,2,invierno,166,3.5614457831325304
16,Saturday,6,verano,166,3.621084337349398
22,Friday,6,verano,166,3.5843373493975905
15,Monday,1,invierno,166,3.5367469879518074
16,Tuesday,12,invierno,166,3.5746987951807228
21,Saturday,3,primavera,166,3.631927710843373
11,Saturday,7,verano,166,3.496987951807229
2,Sunday,5,primavera,166,3.6066265060240967
13,Wednesday,3,primavera,166,3.5759036144578316
18,Sunday,11,otono,166,3.4879518072289155
11,Wednesday,11,otono,166,3.501204819277109
8,Tuesday,3,primavera,166,3.569277108433735
6,Wednesday,5,primavera,166,3.5156626506024096
21,Sunday,6,verano,166,3.6656626506024095
22,Wednesday,6,verano,166,3.6120481927710846
11,Wednesday,1,invierno,166,3.55
10,Friday,2,invierno,166,3.483734939759036
14,Monday,1,invierno,166,3.544578313253012
15,Sunday,7,verano,165,3.5793939393939396
5,Friday,5,primavera,165,3.515757575757576
20,Monday,7,verano,165,3.5109090909090908
7,Saturday,11,otono,165,3.4254545454545458
16,Wednesday,2,invierno,165,3.5127272727272727
9,Friday,10,otono,165,3.412121212121212
4,Wednesday,7,verano,165,3.576969696969697
12,Tuesday,2,invierno,165,3.4393939393939394
8,Monday,10,otono,165,3.4024242424242424
13,Wednesday,1,invierno,165,3.6418181818181816
19,Saturday,11,otono,165,3.45030303030303
13,Sunday,5,primavera,165,3.6896969696969695
8,Friday,12,invierno,165,3.463030303030303
6,Monday,4,primavera,165,3.658787878787879
11,Thursday,11,otono,165,3.5139393939393937
20,Saturday,8,verano,165,3.515757575757576
3,Tuesday,4,primavera,165,3.647878787878788
10,Wednesday,1,invierno,165,3.533333333333333
14,Tuesday,2,invierno,165,3.469090909090909
15,Wednesday,3,primavera,165,3.561818181818182
15,Thursday,2,invierno,165,3.4581818181818185
16,Thursday,2,invierno,165,3.6012121212121215
11,Wednesday,2,invierno,165,3.530909090909091
17,Sunday,9,otono,165,3.323030303030303
1,Tuesday,4,primavera,165,3.5539393939393937
7,Tuesday,2,invierno,164,3.533536585365854
14,Wednesday,9,otono,164,3.422560975609756
0,Thursday,5,primavera,164,3.6164634146341466
14,Wednesday,12,invierno,164,3.528048780487805
15,Monday,12,invierno,164,3.5457317073170733
11,Thursday,1,invierno,164,3.4981707317073174
11,Sunday,11,otono,164,3.5371951219512194
22,Thursday,5,primavera,164,3.528658536585366
7,Saturday,12,invierno,164,3.600609756097561
7,Saturday,4,primavera,164,3.586585365853659
19,Wednesday,2,invierno,164,3.526829268292683
20,Wednesday,12,invierno,164,3.5304878048780486
13,Monday,12,invierno,164,3.5304878048780486
7,Tuesday,12,invierno,164,3.479878048780488
18,Sunday,7,verano,164,3.5402439024390246
13,Tuesday,7,verano,164,3.524390243902439
22,Friday,8,verano,164,3.5957317073170736
11,Monday,11,otono,164,3.53109756097561
6,Monday,3,primavera,164,3.4402439024390246
6,Monday,5,primavera,164,3.59390243902439
17,Friday,9,otono,164,3.4365853658536585
15,Tuesday,12,invierno,164,3.603048780487805
10,Tuesday,4,primavera,164,3.479268292682927
10,Sunday,6,verano,164,3.553048780487805
11,Sunday,5,primavera,163,3.6116564417177917
3,Friday,6,verano,163,3.5950920245398774
2,Saturday,5,primavera,163,3.6570552147239264
22,Thursday,8,verano,163,3.6650306748466255
19,Sunday,11,otono,163,3.531901840490798
13,Thursday,3,primavera,163,3.5723926380368094
8,Tuesday,10,otono,163,3.4380368098159506
17,Saturday,1,invierno,163,3.5355828220858894
17,Monday,10,otono,163,3.3797546012269937
1,Monday,4,primavera,163,3.685276073619632
13,Wednesday,9,otono,163,3.4766871165644173
12,Wednesday,7,verano,163,3.5208588957055214
7,Friday,11,otono,163,3.436196319018405
7,Thursday,3,primavera,163,3.493251533742331
14,Thursday,11,otono,163,3.5042944785276076
15,Wednesday,11,otono,163,3.561349693251534
21,Tuesday,4,primavera,163,3.5165644171779142
5,Wednesday,8,verano,163,3.5570552147239263
10,Saturday,11,otono,163,3.4582822085889573
8,Friday,2,invierno,163,3.5288343558282214
10,Friday,11,otono,163,3.4208588957055217
2,Sunday,4,primavera,162,3.6246913580246916
3,Monday,4,primavera,162,3.666049382716049
1,Thursday,8,verano,162,3.5604938271604936
16,Monday,10,otono,162,3.5376543209876545
20,Sunday,12,invierno,162,3.587037037037037
9,Saturday,3,primavera,162,3.569135802469136
8,Saturday,11,otono,162,3.4561728395061726
10,Tuesday,3,primavera,162,3.6129629629629627
17,Thursday,2,invierno,162,3.4530864197530864
23,Tuesday,5,primavera,162,3.584567901234568
16,Sunday,8,verano,162,3.59320987654321
13,Sunday,12,invierno,162,3.541975308641975
19,Sunday,7,verano,162,3.6185185185185187
21,Friday,7,verano,162,3.611111111111111
15,Tuesday,3,primavera,162,3.6037037037037036
21,Monday,7,verano,162,3.610493827160494
20,Sunday,8,verano,162,3.6049382716049383
7,Friday,3,primavera,161,3.618633540372671
21,Monday,8,verano,161,3.603105590062112
10,Friday,3,primavera,161,3.528571428571429
13,Saturday,10,otono,161,3.477639751552795
19,Friday,12,invierno,161,3.599378881987578
17,Friday,3,primavera,161,3.590062111801242
10,Saturday,10,otono,161,3.3465838509316765
17,Wednesday,11,otono,161,3.5074534161490685
7,Monday,11,otono,161,3.540372670807453
9,Friday,11,otono,161,3.4639751552795035
13,Tuesday,8,verano,161,3.631055900621118
10,Sunday,5,primavera,161,3.6391304347826083
19,Sunday,12,invierno,161,3.5341614906832297
13,Monday,10,otono,161,3.430434782608695
11,Friday,10,otono,161,3.3962732919254655
10,Saturday,3,primavera,161,3.5757763975155283
3,Thursday,6,verano,161,3.7142857142857144
3,Friday,5,primavera,161,3.6055900621118013
15,Saturday,11,otono,161,3.4770186335403723
11,Monday,1,invierno,161,3.5645962732919254
11,Saturday,2,invierno,161,3.430434782608695
11,Saturday,3,primavera,161,3.5658385093167704
14,Thursday,1,invierno,161,3.477639751552795
10,Friday,12,invierno,161,3.5440993788819877
17,Wednesday,12,invierno,161,3.617391304347826
17,Sunday,11,otono,161,3.590683229813665
5,Thursday,7,verano,161,3.548447204968944
6,Monday,8,verano,161,3.4745341614906833
0,Tuesday,5,primavera,160,3.5725000000000002
10,Sunday,11,otono,160,3.4731250000000005
14,Tuesday,11,otono,160,3.4924999999999997
13,Thursday,2,invierno,160,3.509375
19,Monday,11,otono,160,3.5462499999999997
9,Saturday,12,invierno,160,3.4975
8,Monday,3,primavera,160,3.534375
13,Friday,2,invierno,160,3.47375
13,Monday,1,invierno,160,3.576875
12,Monday,10,otono,160,3.4393749999999996
12,Wednesday,1,invierno,160,3.54375
21,Thursday,6,verano,160,3.666875
16,Tuesday,6,verano,160,3.5956249999999996
0,Sunday,6,verano,160,3.6243749999999997
10,Monday,1,invierno,160,3.5549999999999997
22,Sunday,8,verano,160,3.53125
3,Thursday,4,primavera,160,3.595
14,Sunday,6,verano,160,3.5881250000000002
11,Wednesday,6,verano,159,3.6440251572327043
5,Saturday,6,verano,159,3.576100628930818
14,Friday,11,otono,159,3.567295597484277
17,Tuesday,3,primavera,159,3.5220125786163523
15,Thursday,12,invierno,159,3.5320754716981133
8,Tuesday,2,invierno,159,3.3905660377358493
14,Saturday,4,primavera,159,3.6081761006289312
17,Friday,11,otono,159,3.5540880503144656
19,Thursday,2,invierno,159,3.547169811320755
8,Monday,11,otono,159,3.4471698113207547
4,Sunday,8,verano,159,3.606918238993711
1,Friday,4,primavera,159,3.6849056603773582
17,Tuesday,7,verano,159,3.5918238993710694
11,Wednesday,3,primavera,159,3.562264150943396
6,Saturday,3,primavera,159,3.476100628930818
12,Tuesday,12,invierno,159,3.6144654088050316
6,Friday,4,primavera,159,3.576100628930818
6,Friday,8,verano,159,3.380503144654088
19,Thursday,3,primavera,159,3.559748427672956
8,Saturday,7,verano,159,3.5823899371069183
18,Saturday,2,invierno,159,3.5176100628930813
20,Monday,6,verano,159,3.6050314465408806
7,Wednesday,4,primavera,159,3.574213836477987
11,Thursday,12,invierno,158,3.49493670886076
15,Sunday,11,otono,158,3.5398734177215188
3,Sunday,8,verano,158,3.6297468354430378
20,Friday,4,primavera,158,3.690506329113924
10,Wednesday,4,primavera,158,3.6056962025316457
16,Wednesday,12,invierno,158,3.5537974683544302
15,Wednesday,10,otono,158,3.519620253164557
14,Wednesday,2,invierno,158,3.5234177215189875
7,Sunday,4,primavera,158,3.5734177215189873
13,Monday,11,otono,158,3.5474683544303796
8,Sunday,6,verano,158,3.568987341772152
16,Wednesday,11,otono,158,3.475316455696203
15,Wednesday,2,invierno,158,3.5278481012658225
12,Friday,3,primavera,158,3.6487341772151898
22,Tuesday,6,verano,157,3.652229299363057
11,Thursday,3,primavera,157,3.5707006369426755
5,Thursday,5,primavera,157,3.65796178343949
12,Sunday,8,verano,157,3.6063694267515927
15,Sunday,8,verano,157,3.5815286624203817
9,Monday,10,otono,157,3.4949044585987266
10,Saturday,12,invierno,157,3.621019108280255
15,Friday,11,otono,157,3.523566878980892
16,Monday,3,primavera,157,3.6082802547770703
12,Friday,7,verano,157,3.571337579617835
10,Wednesday,2,invierno,157,3.5522292993630575
17,Tuesday,5,primavera,157,3.6394904458598725
9,Tuesday,12,invierno,157,3.5872611464968154
7,Tuesday,11,otono,157,3.5445859872611467
10,Thursday,1,invierno,157,3.4757961783439493
8,Friday,10,otono,157,3.5197452229299366
18,Sunday,4,primavera,157,3.6452229299363053
18,Friday,10,otono,157,3.324203821656051
7,Thursday,4,primavera,157,3.6254777070063695
13,Monday,6,verano,157,3.550955414012739
20,Thursday,4,primavera,157,3.6178343949044587
6,Wednesday,4,primavera,157,3.5414012738853504
20,Sunday,5,primavera,157,3.6312101910828027
16,Friday,10,otono,157,3.4980891719745224
9,Saturday,4,primavera,156,3.556410256410256
1,Sunday,5,primavera,156,3.6096153846153847
9,Tuesday,4,primavera,156,3.589102564102564
7,Friday,5,primavera,156,3.576282051282051
12,Tuesday,11,otono,156,3.443589743589744
12,Wednesday,4,primavera,156,3.5346153846153845
16,Friday,2,invierno,156,3.5846153846153848
6,Thursday,4,primavera,156,3.5865384615384617
12,Sunday,6,verano,156,3.555769230769231
21,Monday,5,primavera,156,3.548717948717949
5,Tuesday,6,verano,156,3.6756410256410255
11,Tuesday,2,invierno,156,3.4692307692307693
13,Tuesday,4,primavera,156,3.6512820512820516
19,Saturday,3,primavera,156,3.52948717948718
8,Friday,3,primavera,156,3.63525641025641
8,Monday,12,invierno,156,3.5621794871794874
18,Wednesday,7,verano,156,3.5288461538461537
14,Monday,6,verano,156,3.5865384615384617
10,Thursday,12,invierno,155,3.585806451612903
23,Thursday,5,primavera,155,3.6
16,Friday,8,verano,155,3.579354838709677
16,Monday,4,primavera,155,3.590967741935484
9,Friday,5,primavera,155,3.543225806451613
14,Sunday,8,verano,155,3.6251612903225805
9,Sunday,7,verano,155,3.5251612903225804
20,Sunday,4,primavera,155,3.6348387096774193
20,Monday,5,primavera,155,3.6148387096774193
20,Monday,10,otono,155,3.435483870967742
13,Sunday,6,verano,155,3.546451612903226
14,Wednesday,6,verano,155,3.6245161290322576
19,Friday,11,otono,155,3.588387096774194
12,Monday,7,verano,155,3.490967741935484
18,Wednesday,4,primavera,155,3.6135483870967744
13,Sunday,7,verano,155,3.6006451612903225
22,Saturday,4,primavera,155,3.653548387096774
14,Friday,7,verano,155,3.5690322580645164
14,Monday,7,verano,155,3.5135483870967743
11,Friday,11,otono,155,3.556129032258065
23,Wednesday,8,verano,155,3.57741935483871
23,Monday,8,verano,155,3.564516129032258
17,Monday,5,primavera,154,3.516883116883117
14,Sunday,11,otono,154,3.56948051948052
2,Monday,8,verano,154,3.452597402597403
12,Tuesday,6,verano,154,3.633116883116883
10,Wednesday,8,verano,154,3.4623376623376627
7,Monday,3,primavera,154,3.453246753246753
7,Monday,10,otono,154,3.455194805194805
12,Wednesday,10,otono,154,3.448701298701299
7,Thursday,2,invierno,154,3.465584415584416
13,Monday,3,primavera,154,3.574675324675325
21,Monday,6,verano,154,3.5707792207792206
13,Friday,11,otono,154,3.544155844155844
21,Saturday,7,verano,154,3.5545454545454542
12,Saturday,10,otono,154,3.3675324675324676
7,Sunday,6,verano,154,3.624025974025974
21,Sunday,5,primavera,154,3.5662337662337666
15,Sunday,6,verano,154,3.6525974025974026
9,Monday,12,invierno,154,3.4642857142857144
18,Friday,2,invierno,154,3.492207792207792
8,Wednesday,10,otono,154,3.4681818181818183
5,Saturday,8,verano,154,3.6220779220779216
8,Thursday,7,verano,154,3.544805194805195
3,Sunday,6,verano,154,3.7045454545454546
14,Wednesday,3,primavera,154,3.5954545454545457
16,Thursday,3,primavera,154,3.5532467532467535
9,Tuesday,11,otono,154,3.5928571428571425
12,Saturday,7,verano,154,3.590909090909091
15,Monday,8,verano,154,3.5461038961038964
9,Monday,11,otono,154,3.581168831168831
11,Tuesday,3,primavera,154,3.629220779220779
0,Saturday,5,primavera,154,3.594155844155844
5,Monday,6,verano,154,3.6194805194805193
12,Sunday,4,primavera,153,3.607843137254902
11,Friday,6,verano,153,3.6366013071895424
10,Sunday,4,primavera,153,3.5725490196078433
15,Saturday,3,primavera,153,3.5745098039215684
17,Monday,3,primavera,153,3.6392156862745093
20,Tuesday,6,verano,153,3.545098039215686
21,Saturday,6,verano,153,3.652941176470588
3,Friday,8,verano,153,3.5117647058823525
21,Saturday,4,primavera,153,3.6372549019607843
9,Sunday,6,verano,153,3.54640522875817
9,Friday,7,verano,153,3.54640522875817
13,Thursday,12,invierno,153,3.6013071895424837
15,Tuesday,5,primavera,153,3.573202614379085
19,Friday,4,primavera,153,3.615032679738562
18,Wednesday,5,primavera,153,3.5562091503267976
17,Saturday,10,otono,153,3.215686274509804
9,Thursday,12,invierno,153,3.5771241830065357
21,Wednesday,7,verano,153,3.609803921568627
8,Thursday,2,invierno,153,3.5235294117647062
9,Wednesday,4,primavera,153,3.6359477124183
9,Monday,8,verano,153,3.537908496732026
11,Wednesday,5,primavera,153,3.5581699346405227
8,Sunday,7,verano,153,3.5568627450980395
17,Wednesday,10,otono,153,3.4679738562091504
22,Thursday,7,verano,153,3.5725490196078433
10,Thursday,11,otono,153,3.473856209150327
16,Wednesday,10,otono,153,3.415032679738562
20,Tuesday,7,verano,152,3.539473684210526
7,Friday,8,verano,152,3.5315789473684207
21,Friday,6,verano,152,3.6072368421052627
10,Wednesday,11,otono,152,3.4921052631578946
23,Monday,5,primavera,152,3.6164473684210527
23,Friday,8,verano,152,3.505921052631579
11,Tuesday,5,primavera,152,3.521052631578948
12,Thursday,1,invierno,152,3.503947368421053
3,Tuesday,5,primavera,152,3.6486842105263158
15,Tuesday,10,otono,152,3.3736842105263154
16,Wednesday,6,verano,152,3.581578947368421
19,Monday,4,primavera,152,3.5789473684210527
19,Tuesday,5,primavera,152,3.6605263157894736
19,Tuesday,6,verano,152,3.553289473684211
21,Sunday,8,verano,152,3.5546052631578946
12,Friday,6,verano,152,3.5914473684210524
10,Monday,11,otono,152,3.4947368421052634
12,Wednesday,3,primavera,152,3.6223684210526317
15,Thursday,10,otono,152,3.4710526315789476
6,Tuesday,8,verano,152,3.5526315789473686
7,Friday,2,invierno,152,3.4921052631578946
18,Friday,3,primavera,151,3.633112582781457
17,Saturday,12,invierno,151,3.6
17,Sunday,5,primavera,151,3.5907284768211922
14,Monday,11,otono,151,3.5377483443708613
13,Thursday,4,primavera,151,3.5271523178807946
15,Wednesday,4,primavera,151,3.6218543046357614
11,Sunday,7,verano,151,3.5357615894039736
11,Friday,12,invierno,151,3.576158940397351
5,Thursday,6,verano,151,3.589403973509934
19,Thursday,10,otono,151,3.4443708609271524
12,Saturday,3,primavera,151,3.5536423841059603
15,Friday,3,primavera,151,3.594039735099338
10,Tuesday,12,invierno,151,3.4887417218543044
11,Monday,4,primavera,151,3.5847682119205295
12,Saturday,1,invierno,151,3.5317880794701986
20,Saturday,7,verano,151,3.5503311258278147
19,Sunday,5,primavera,151,3.6556291390728477
15,Monday,6,verano,151,3.5887417218543045
8,Monday,7,verano,150,3.554666666666667
7,Monday,12,invierno,150,3.4966666666666666
11,Monday,3,primavera,150,3.555333333333333
8,Tuesday,11,otono,150,3.5533333333333332
20,Thursday,5,primavera,150,3.604
9,Sunday,8,verano,150,3.584
10,Saturday,5,primavera,150,3.5886666666666662
18,Monday,11,otono,150,3.5433333333333334
16,Wednesday,7,verano,150,3.544666666666667
16,Thursday,6,verano,150,3.5873333333333335
18,Thursday,2,invierno,150,3.525333333333333
9,Wednesday,5,primavera,150,3.6233333333333335
10,Wednesday,7,verano,149,3.6456375838926176
3,Tuesday,8,verano,149,3.589261744966443
8,Wednesday,5,primavera,149,3.5563758389261744
14,Monday,3,primavera,149,3.5187919463087245
12,Friday,8,verano,149,3.6006711409395975
13,Sunday,11,otono,149,3.5657718120805364
18,Friday,12,invierno,149,3.5697986577181204
21,Wednesday,8,verano,149,3.5946308724832217
8,Saturday,3,primavera,149,3.630201342281879
17,Thursday,6,verano,149,3.5281879194630874
12,Monday,1,invierno,149,3.630201342281879
14,Monday,12,invierno,149,3.454362416107383
21,Tuesday,7,verano,149,3.5966442953020135
8,Friday,4,primavera,149,3.6812080536912752
7,Wednesday,7,verano,149,3.544295302013423
21,Tuesday,5,primavera,149,3.6120805369127518
20,Tuesday,8,verano,148,3.5452702702702705
10,Wednesday,12,invierno,148,3.522297297297297
9,Saturday,11,otono,148,3.5567567567567564
9,Thursday,8,verano,148,3.5081081081081082
16,Thursday,5,primavera,148,3.6324324324324326
7,Wednesday,8,verano,148,3.427027027027027
20,Friday,6,verano,148,3.6155405405405405
9,Tuesday,3,primavera,148,3.5716216216216217
15,Friday,4,primavera,148,3.652027027027027
12,Saturday,5,primavera,148,3.6662162162162164
9,Tuesday,6,verano,148,3.6243243243243244
9,Wednesday,8,verano,148,3.449324324324324
8,Wednesday,12,invierno,148,3.576351351351351
10,Wednesday,5,primavera,148,3.560810810810811
14,Thursday,6,verano,148,3.5189189189189185
7,Friday,4,primavera,148,3.5250000000000004
7,Monday,4,primavera,148,3.635135135135135
17,Wednesday,4,primavera,148,3.622972972972973
10,Sunday,8,verano,148,3.5945945945945947
18,Saturday,7,verano,148,3.614864864864865
18,Thursday,3,primavera,148,3.502027027027027
8,Wednesday,3,primavera,148,3.516216216216216
13,Saturday,6,verano,147,3.5170068027210886
20,Friday,3,primavera,147,3.539455782312925
17,Friday,12,invierno,147,3.6666666666666665
19,Friday,10,otono,147,3.312925170068027
8,Friday,5,primavera,147,3.663265306122449
11,Wednesday,4,primavera,147,3.536054421768707
7,Tuesday,6,verano,147,3.5700680272108842
10,Monday,8,verano,147,3.43469387755102
20,Thursday,6,verano,147,3.654421768707483
18,Tuesday,7,verano,147,3.5551020408163265
17,Thursday,12,invierno,147,3.480952380952381
18,Saturday,11,otono,147,3.416326530612245
19,Monday,6,verano,147,3.629251700680272
16,Wednesday,3,primavera,147,3.5557823129251704
11,Tuesday,6,verano,147,3.619047619047619
18,Sunday,5,primavera,147,3.614285714285714
9,Saturday,6,verano,147,3.604081632653061
7,Thursday,12,invierno,146,3.51986301369863
17,Sunday,4,primavera,146,3.656849315068493
7,Monday,6,verano,146,3.6493150684931503
1,Tuesday,8,verano,146,3.5910958904109584
13,Wednesday,12,invierno,146,3.5287671232876714
11,Saturday,10,otono,146,3.328767123287671
8,Thursday,3,primavera,146,3.5924657534246576
16,Thursday,10,otono,146,3.4047945205479455
17,Thursday,3,primavera,146,3.6164383561643834
17,Monday,8,verano,146,3.5287671232876714
9,Friday,6,verano,146,3.584931506849315
16,Wednesday,4,primavera,146,3.513013698630137
22,Wednesday,8,verano,146,3.613013698630137
9,Monday,1,invierno,146,3.574657534246575
10,Friday,8,verano,146,3.581506849315068
17,Saturday,6,verano,146,3.6630136986301367
14,Wednesday,5,primavera,145,3.6558620689655172
7,Monday,5,primavera,145,3.6496551724137936
15,Friday,10,otono,145,3.406206896551724
8,Friday,6,verano,145,3.591034482758621
17,Friday,10,otono,145,3.3510344827586205
8,Friday,8,verano,145,3.591034482758621
21,Saturday,5,primavera,145,3.5627586206896553
15,Thursday,4,primavera,145,3.613793103448276
16,Monday,6,verano,145,3.5724137931034483
11,Saturday,8,verano,145,3.593103448275862
17,Thursday,4,primavera,145,3.599310344827586
16,Saturday,7,verano,145,3.590344827586207
15,Friday,7,verano,145,3.5572413793103443
15,Monday,4,primavera,145,3.595862068965517
16,Tuesday,7,verano,145,3.5682758620689654
10,Saturday,4,primavera,145,3.623448275862069
18,Monday,7,verano,145,3.389655172413793
2,Friday,8,verano,144,3.6118055555555557
19,Tuesday,4,primavera,144,3.5749999999999997
22,Saturday,5,primavera,144,3.542361111111111
15,Monday,10,otono,144,3.529166666666667
22,Saturday,8,verano,144,3.4937500000000004
9,Sunday,4,primavera,144,3.566666666666667
9,Monday,5,primavera,144,3.5833333333333335
7,Friday,6,verano,144,3.6083333333333334
13,Wednesday,8,verano,144,3.5006944444444446
18,Monday,5,primavera,144,3.556944444444445
12,Thursday,4,primavera,144,3.660416666666667
15,Saturday,8,verano,144,3.5909722222222222
6,Monday,6,verano,144,3.595138888888889
16,Thursday,7,verano,144,3.5965277777777778
14,Wednesday,4,primavera,144,3.634722222222222
12,Sunday,5,primavera,144,3.658333333333333
15,Tuesday,4,primavera,144,3.553472222222222
12,Friday,4,primavera,144,3.5152777777777775
14,Wednesday,7,verano,144,3.5145833333333334
8,Monday,5,primavera,144,3.545138888888889
12,Thursday,11,otono,144,3.5756944444444443
12,Tuesday,4,primavera,144,3.6298611111111114
13,Sunday,8,verano,144,3.5118055555555556
19,Friday,3,primavera,144,3.490972222222222
20,Friday,8,verano,144,3.55
20,Wednesday,5,primavera,143,3.611888111888112
15,Monday,3,primavera,143,3.562937062937063
18,Monday,6,verano,143,3.534265734265734
22,Saturday,6,verano,143,3.6062937062937066
18,Saturday,3,primavera,143,3.5377622377622377
0,Wednesday,8,verano,143,3.527272727272727
11,Friday,4,primavera,143,3.5531468531468535
12,Monday,6,verano,143,3.5440559440559443
11,Tuesday,10,otono,143,3.3825174825174824
15,Tuesday,6,verano,143,3.567832167832168
12,Monday,3,primavera,143,3.5587412587412586
9,Wednesday,12,invierno,143,3.567832167832168
20,Monday,8,verano,143,3.576223776223776
7,Tuesday,4,primavera,143,3.5776223776223777
13,Saturday,4,primavera,143,3.574825174825175
14,Saturday,7,verano,143,3.623076923076923
10,Tuesday,11,otono,143,3.4685314685314683
14,Wednesday,8,verano,143,3.5895104895104892
15,Saturday,7,verano,142,3.635915492957746
1,Wednesday,6,verano,142,3.613380281690141
17,Friday,7,verano,142,3.5528169014084505
23,Thursday,8,verano,142,3.6281690140845075
19,Saturday,7,verano,142,3.4781690140845067
9,Wednesday,7,verano,142,3.547183098591549
6,Saturday,4,primavera,142,3.585211267605634
13,Thursday,7,verano,142,3.4922535211267602
12,Sunday,7,verano,142,3.584507042253521
7,Tuesday,3,primavera,142,3.659154929577465
13,Friday,4,primavera,142,3.5873239436619717
11,Monday,6,verano,142,3.5302816901408454
8,Saturday,4,primavera,142,3.572535211267606
8,Wednesday,4,primavera,142,3.630985915492958
16,Monday,8,verano,142,3.5239436619718307
10,Monday,5,primavera,142,3.603521126760563
10,Friday,10,otono,142,3.3901408450704222
16,Tuesday,4,primavera,142,3.66056338028169
16,Tuesday,5,primavera,142,3.632394366197183
15,Monday,5,primavera,141,3.5758865248226948
12,Monday,5,primavera,141,3.546808510638298
13,Wednesday,2,invierno,141,3.5411347517730496
10,Monday,6,verano,141,3.606382978723404
7,Thursday,7,verano,141,3.5581560283687943
12,Monday,11,otono,141,3.5652482269503545
6,Thursday,8,verano,141,3.5120567375886522
16,Sunday,6,verano,141,3.601418439716312
7,Wednesday,5,primavera,141,3.5255319148936173
15,Saturday,4,primavera,141,3.602836879432624
17,Monday,4,primavera,141,3.636879432624113
17,Saturday,4,primavera,141,3.5985815602836877
6,Tuesday,6,verano,141,3.5141843971631204
7,Tuesday,7,verano,140,3.5792857142857146
8,Wednesday,2,invierno,140,3.5157142857142856
11,Monday,12,invierno,140,3.5507142857142857
13,Monday,8,verano,140,3.557857142857143
17,Monday,11,otono,140,3.630714285714286
10,Friday,6,verano,140,3.5985714285714288
18,Tuesday,8,verano,140,3.557857142857143
11,Wednesday,12,invierno,140,3.512142857142857
14,Friday,3,primavera,140,3.6135714285714284
12,Tuesday,7,verano,140,3.6328571428571426
12,Tuesday,8,verano,140,3.624285714285714
18,Saturday,8,verano,140,3.527142857142857
20,Tuesday,4,primavera,140,3.5278571428571426
19,Saturday,8,verano,139,3.579856115107914
23,Saturday,8,verano,139,3.6071942446043166
10,Tuesday,6,verano,139,3.5985611510791364
14,Friday,5,primavera,139,3.5697841726618704
9,Saturday,10,otono,139,3.3992805755395685
18,Saturday,4,primavera,139,3.5820143884892084
18,Thursday,5,primavera,139,3.631654676258993
23,Tuesday,8,verano,139,3.5733812949640287
8,Friday,7,verano,139,3.533093525179856
11,Thursday,8,verano,139,3.610791366906475
13,Wednesday,6,verano,139,3.643884892086331
7,Tuesday,5,primavera,139,3.657553956834532
13,Tuesday,6,verano,139,3.639568345323741
17,Saturday,11,otono,139,3.48705035971223
8,Tuesday,7,verano,139,3.5676258992805754
13,Friday,7,verano,139,3.5050359712230215
16,Monday,5,primavera,139,3.5575539568345325
8,Thursday,4,primavera,139,3.5697841726618704
13,Saturday,7,verano,139,3.589208633093525
16,Friday,5,primavera,139,3.576978417266187
6,Thursday,5,primavera,139,3.619424460431655
13,Monday,7,verano,139,3.5589928057553957
19,Wednesday,4,primavera,139,3.643165467625899
16,Saturday,8,verano,138,3.610869565217391
18,Friday,5,primavera,138,3.5746376811594205
11,Friday,3,primavera,138,3.6224637681159417
7,Monday,7,verano,138,3.5471014492753623
12,Wednesday,5,primavera,138,3.5456521739130435
12,Wednesday,11,otono,138,3.4507246376811596
20,Thursday,7,verano,138,3.5565217391304347
6,Thursday,6,verano,138,3.6362318840579713
10,Friday,7,verano,138,3.5456521739130435
19,Monday,3,primavera,138,3.5956521739130434
20,Saturday,6,verano,138,3.632608695652174
18,Thursday,4,primavera,137,3.5788321167883215
10,Thursday,8,verano,137,3.4547445255474454
15,Thursday,3,primavera,137,3.535036496350365
18,Tuesday,4,primavera,137,3.5467153284671533
15,Thursday,7,verano,137,3.4905109489051096
17,Sunday,8,verano,137,3.497080291970803
13,Friday,6,verano,137,3.632846715328467
19,Thursday,5,primavera,137,3.6379562043795617
19,Friday,6,verano,137,3.616058394160584
14,Saturday,6,verano,137,3.552554744525547
19,Thursday,6,verano,137,3.6065693430656935
13,Thursday,5,primavera,137,3.586861313868613
11,Monday,7,verano,137,3.5124087591240873
15,Tuesday,8,verano,137,3.6335766423357665
14,Saturday,8,verano,136,3.552205882352941
16,Friday,3,primavera,136,3.6036764705882356
7,Thursday,6,verano,136,3.5985294117647055
19,Monday,5,primavera,136,3.5779411764705884
13,Thursday,6,verano,136,3.5595588235294118
19,Thursday,4,primavera,136,3.6514705882352945
15,Wednesday,7,verano,136,3.5551470588235294
8,Tuesday,6,verano,136,3.652941176470588
8,Saturday,5,primavera,136,3.573529411764706
17,Saturday,5,primavera,136,3.6698529411764707
